# update: 2020-01-24 09:47:38 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|100|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|96|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|93|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|80|2||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|64|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|62|1|待明确地区：确诊 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|47|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|40|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|11901|259||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-02-02 07:35:01 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|9074|294|待明确地区：治愈 35|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|599|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|535|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|422|2|待明确地区：治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|389|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|297|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|286|0|待明确地区治愈2例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|247|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|207|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|206|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|202|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|169|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|168|1|待明确地区：死亡 1，治愈 5|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|144|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|100|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|96|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|93|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|80|2||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|64|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|62|1|待明确地区：确诊 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|40|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|13831|304||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-02-02 07:45:22 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|9074|294|待明确地区：治愈 35|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|599|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|535|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|422|2|待明确地区：治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|389|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|297|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|286|0|待明确地区治愈2例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|262|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|207|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|206|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|202|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|169|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|168|1|待明确地区：死亡 1，治愈 5|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|144|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|100|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|96|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|93|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|80|2||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|64|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|62|1|待明确地区：确诊 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|40|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|13846|304||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-02-02 08:17:05 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|9074|294|待明确地区：治愈 35|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|599|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|535|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|422|2|待明确地区：治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|389|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|297|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|286|0|待明确地区治愈2例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|262|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|207|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|206|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|202|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|177|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|168|1|待明确地区：死亡 1，治愈 5|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|144|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|111|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|104|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|93|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|80|2||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|64|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|62|1|待明确地区：确诊 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|40|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|18|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|13873|304||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-02-02 08:48:08 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|9074|294|待明确地区：治愈 35|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|599|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|535|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|493|2|待明确地区：治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|389|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|297|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|286|0|待明确地区治愈2例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|262|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|207|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|206|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|202|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|177|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|168|1|待明确地区：死亡 1，治愈 5|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|144|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|111|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|104|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|93|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|80|2||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|64|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|62|1|待明确地区：确诊 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|40|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|29|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|21|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|13947|304||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-02-02 08:59:04 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|9074|294|待明确地区：治愈 35|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|599|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|535|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|493|2|待明确地区：治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|389|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|297|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|286|0|待明确地区治愈2例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|262|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|231|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|225|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|202|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|177|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|168|1|待明确地区：死亡 1，治愈 5|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|144|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|111|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|104|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|93|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|80|2||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|64|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|63|1|待明确地区：确诊 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|40|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|38|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|21|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|13|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|14000|304||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-02-02 09:09:11 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|9074|294|待明确地区：治愈 35|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|599|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|535|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|493|2|待明确地区：治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|389|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|297|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|286|0|待明确地区治愈2例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|262|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|236|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|231|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|225|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|177|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|168|1|待明确地区：死亡 1，治愈 5|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|144|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|111|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|104|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|93|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|80|2||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|64|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|63|1|待明确地区：确诊 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|40|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|38|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|21|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|14035|304||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-02-02 09:22:04 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|9074|294|待明确地区：治愈 35|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|604|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|599|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|493|2|待明确地区：治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|389|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|333|0|待明确地区治愈2例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|297|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|262|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|236|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|231|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|225|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|177|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|168|1|待明确地区：死亡 1，治愈 5|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|144|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|111|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|104|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|93|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|80|2||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|64|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|63|1|待明确地区：确诊 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|40|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|38|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|21|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|14151|304||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-02-02 09:30:52 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|9074|294|待明确地区：治愈 35|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|604|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|599|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|493|2|待明确地区：治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|389|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|340|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|333|0|待明确地区治愈2例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|262|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|236|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|231|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|225|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanghai|177|1|治愈数据统一归属上海市公卫临床中心，暂无具体分区|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beijing|168|1|待明确地区：死亡 1，治愈 5|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fujian|144|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangxi|111|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebei|104|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaanxi|101|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heilongjiang|95|2||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunnan|93|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liaoning|64|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hainan|63|1|待明确地区：确诊 2|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shanxi|56|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tianjin|41|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gansu|40|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guizhou|38|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ningxia|26|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inner Mongolia|23|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjiang|21|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilin|17|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong|14|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan|10|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qinghai|9|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macau|7|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibet|1|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHINA TOTAL|14209|304||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# update: 2020-02-02 09:43:17 CST,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# place|confirmed_cases|deaths|notes|sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubei|9074|294|待明确地区：治愈 35|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhejiang|661|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong|604|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henan|493|2|待明确地区：治愈 1|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunan|463|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui|340|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangxi|333|0|待明确地区治愈2例|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chongqing|262|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiangsu|236|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan|231|1||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shandong|225|0||,,,,,,,,,,,,,,,,,,,,,,,,,,,,
