# source: DXY @ https://3g.dxy.cn/newh5/view/pneumonia
# update: 2020-01-22 03:28:10 CST
# place|confirmed_cases|deaths|notes|sources
Hunan|711|0||
Jiangxi|600|0||
Anhui|591|0||
Chongqing|411|2||
Jiangsu|373|0||
Shandong|347|0||
Sichuan|321|1||
Beijing|274|1||
Shanghai|269|1||
Heilongjiang|227|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Fujian|215|0||
Shaanxi|173|0||
Guangxi|168|0||
Hebei|157|1||
Yunnan|133|0||
Hainan|106|2|待明确地区：死亡 1|
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|71|1||
Gansu|62|0||
Jilin|59|0||
Inner Mongolia|46|0||
Ningxia|40|0||
Xinjiang|36|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|30615|634||
# update: 2020-02-07 08:32:35 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|970|0||
Zhejiang|954|0||
Henan|851|2|参考卫健委统计口径，部分县区与地级市合并|
Hunan|711|0||
Jiangxi|600|0||
Anhui|591|0||
Chongqing|411|2||
Jiangsu|373|0||
Shandong|347|0||
Sichuan|321|1||
Beijing|274|1||
Shanghai|269|1||
Heilongjiang|227|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Fujian|215|0||
Shaanxi|173|0||
Guangxi|172|0|待明确地区：治愈 3|
Hebei|171|1||
Yunnan|133|0||
Hainan|106|2|待明确地区：死亡 1|
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|71|1||
Gansu|62|0||
Jilin|59|0||
Inner Mongolia|46|0||
Ningxia|40|0||
Xinjiang|36|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|30633|634||
# update: 2020-02-07 08:38:52 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|970|0||
Zhejiang|954|0||
Henan|851|2|参考卫健委统计口径，部分县区与地级市合并|
Hunan|711|0||
Jiangxi|600|0||
Anhui|591|0||
Chongqing|411|2||
Jiangsu|373|0||
Shandong|347|0||
Sichuan|344|1||
Beijing|274|1||
Shanghai|269|1||
Heilongjiang|227|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Fujian|215|0||
Shaanxi|173|0||
Guangxi|172|0|待明确地区：治愈 3|
Hebei|171|1||
Yunnan|133|0||
Hainan|106|2|待明确地区：死亡 1|
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|71|1||
Jilin|65|1||
Gansu|62|0||
Inner Mongolia|46|0||
Ningxia|40|0||
Xinjiang|36|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|30662|635||
# update: 2020-02-07 09:10:15 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|970|0||
Zhejiang|954|0||
Henan|851|2|参考卫健委统计口径，部分县区与地级市合并|
Hunan|711|0||
Anhui|665|0||
Jiangxi|600|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|274|1||
Shanghai|269|1||
Heilongjiang|227|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Fujian|215|0||
Shaanxi|173|0||
Guangxi|172|0|待明确地区：治愈 3|
Hebei|171|1||
Yunnan|133|0||
Hainan|106|2|待明确地区：死亡 1|
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|77|1||
Jilin|65|1||
Gansu|62|0||
Inner Mongolia|46|0||
Ningxia|43|0||
Xinjiang|36|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|30812|635||
# update: 2020-02-07 09:22:49 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Zhejiang|1006|0||
Guangdong|970|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|711|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|274|1||
Shanghai|269|1||
Heilongjiang|227|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Fujian|215|0||
Shaanxi|173|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|133|0||
Hainan|106|2|待明确地区：死亡 1|
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|77|1||
Jilin|65|1||
Gansu|62|0||
Inner Mongolia|46|0||
Ningxia|43|0||
Xinjiang|36|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|30988|636||
# update: 2020-02-07 09:33:42 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Zhejiang|1006|0||
Guangdong|970|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Heilongjiang|277|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Beijing|274|1||
Shanghai|269|1||
Fujian|215|0||
Shaanxi|173|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|106|2|待明确地区：死亡 1|
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|77|1||
Jilin|65|1||
Gansu|62|0||
Inner Mongolia|46|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31104|636||
# update: 2020-02-07 09:38:54 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Heilongjiang|277|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Beijing|274|1||
Shanghai|269|1||
Fujian|215|0||
Shaanxi|173|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|106|2|待明确地区：死亡 1|
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|77|1||
Jilin|65|1||
Gansu|62|0||
Inner Mongolia|46|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31152|637||
# update: 2020-02-07 09:53:54 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Heilongjiang|277|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Beijing|274|1||
Shanghai|269|1||
Fujian|215|0||
Shaanxi|173|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|111|2|待明确地区：死亡 1|
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|77|1||
Jilin|65|1||
Gansu|62|0||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31161|637||
# update: 2020-02-07 10:16:07 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Heilongjiang|277|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Beijing|274|1||
Shanghai|269|1||
Fujian|215|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|111|2|待明确地区：死亡 1|
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|77|1||
Jilin|65|1||
Gansu|62|0||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31172|637||
# update: 2020-02-07 10:24:21 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Heilongjiang|277|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Beijing|274|1||
Shanghai|269|1||
Fujian|215|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|111|2|待明确地区：死亡 1|
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31177|637||
# update: 2020-02-07 10:38:51 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Heilongjiang|277|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Beijing|274|1||
Shanghai|269|1||
Fujian|215|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|114|2||
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1|待明确地区 : 治愈 1|
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31180|637||
# update: 2020-02-07 11:22:42 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|297|1||
Heilongjiang|277|3|待明确为：黑龙江省传染病防治院治愈患者2 例|
Shanghai|269|1||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|114|2||
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31212|637||
# update: 2020-02-07 11:27:12 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|297|1||
Heilongjiang|277|3||
Shanghai|269|1||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|114|2||
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31212|637||
# update: 2020-02-07 12:44:55 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|297|1||
Heilongjiang|277|3||
Shanghai|269|1|未明确地区新增5治愈|
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|114|2||
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31212|637||
# update: 2020-02-07 12:57:14 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|297|1||
Heilongjiang|277|3||
Shanghai|269|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|114|2||
Shanxi|96|0||
Liaoning|94|0||
Tianjin|79|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31212|637||
# update: 2020-02-07 13:35:12 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|297|1||
Heilongjiang|277|3||
Shanghai|269|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|114|2||
Shanxi|96|0||
Liaoning|94|0||
Tianjin|81|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31214|637||
# update: 2020-02-07 13:39:57 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|297|1||
Heilongjiang|277|3||
Shanghai|269|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|115|2||
Shanxi|96|0||
Liaoning|94|0||
Tianjin|81|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31215|637||
# update: 2020-02-07 14:08:45 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|115|2||
Shanxi|96|0||
Liaoning|94|0||
Tianjin|81|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31223|637||
# update: 2020-02-07 15:36:41 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|135|0||
Hainan|115|2||
Shanxi|96|0||
Liaoning|95|0||
Tianjin|81|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31224|637||
# update: 2020-02-07 15:45:57 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|379|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|136|0||
Hainan|115|2||
Shanxi|96|0||
Liaoning|95|0||
Tianjin|81|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31225|637||
# update: 2020-02-07 15:56:06 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1018|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|386|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|136|0||
Hainan|115|2||
Shanxi|96|0||
Liaoning|95|0||
Tianjin|81|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31232|637||
# update: 2020-02-07 16:38:16 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1034|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|411|2||
Jiangsu|408|0||
Shandong|386|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|171|1||
Yunnan|136|0||
Hainan|115|2||
Shanxi|96|0||
Liaoning|95|0||
Tianjin|81|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31248|637||
# update: 2020-02-07 17:14:21 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1034|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|415|2||
Jiangsu|408|0||
Shandong|386|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|172|1||
Yunnan|136|0||
Hainan|115|2||
Shanxi|96|0||
Liaoning|95|0||
Tianjin|81|1||
Guizhou|77|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31253|637||
# update: 2020-02-07 19:03:02 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1034|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|415|2||
Jiangsu|408|0||
Shandong|386|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|172|1||
Yunnan|136|0||
Hainan|115|2||
Shanxi|96|0||
Liaoning|95|0||
Guizhou|81|1||
Tianjin|81|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|24|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31257|637||
# update: 2020-02-07 19:48:43 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1034|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|415|2||
Jiangsu|408|0||
Shandong|386|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|172|1||
Yunnan|136|0||
Hainan|115|2||
Shanxi|96|0||
Liaoning|95|0||
Guizhou|81|1||
Tianjin|81|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|25|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31258|637||
# update: 2020-02-07 20:32:59 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1034|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|415|2||
Jiangsu|408|0||
Shandong|386|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|172|1||
Yunnan|136|0||
Hainan|117|2||
Shanxi|96|0||
Liaoning|95|0||
Guizhou|81|1||
Tianjin|81|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|25|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31260|637||
# update: 2020-02-07 20:40:33 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1034|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|415|2||
Jiangsu|408|0||
Shandong|386|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|172|1||
Yunnan|136|0||
Hainan|117|2||
Liaoning|96|0||
Shanxi|96|0||
Guizhou|81|1||
Tianjin|81|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|25|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31261|637||
# update: 2020-02-07 23:23:34 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1034|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|415|2||
Jiangsu|408|0||
Shandong|386|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
Guangxi|172|0||
Hebei|172|1||
Yunnan|136|0||
Hainan|117|2||
Liaoning|99|0||
Shanxi|96|0||
Guizhou|81|1||
Tianjin|81|1||
Gansu|67|0||
Jilin|65|1||
Inner Mongolia|50|0||
Ningxia|43|0||
Xinjiang|39|0||
Hong Kong|25|1||
Qinghai|18|0||
Taiwan|16|0||
Macau|10|0||
Tibet|1|0||
CHINA TOTAL|31264|637||
# update: 2020-02-08 07:16:36 CST
# place|confirmed_cases|deaths|notes|sources
Hubei|22112|618||
Guangdong|1034|1||
Zhejiang|1006|0||
Henan|914|3|参考卫健委统计口径，部分县区与地级市合并|
Hunan|772|0||
Anhui|665|0||
Jiangxi|661|0||
Chongqing|415|2||
Jiangsu|408|0||
Shandong|386|0||
Sichuan|344|1||
Beijing|297|1||
Shanghai|277|1|新增治愈5，治愈数据统一归属上海公卫临床中心，暂无具体分区|
Heilongjiang|277|3||
Fujian|224|0||
Shaanxi|184|0||
